,Event_ID,Match_ID,Team_ID,Team_Name,Formation,Location_X,Location_Y,Outcome,For_or_Against
193,0ac48716-4ecd-4db3-b568-f4daf369665c,15973,902,Huesca,442,107.1,35.1,Saved,Against
194,25f1ce02-970c-437f-951c-532c35fa4075,15973,902,Huesca,442,96.6,33.3,Blocked,Against
195,4c3e0f05-cc2d-4136-98d0-c4e3b0a5d277,15973,902,Huesca,41221,114.4,38.4,Off T,Against
196,e54672ec-cf06-456e-ab1b-a387ccd74cd4,15973,902,Huesca,41221,103.8,35.2,Goal,Against
197,e86b5248-c6d1-4891-a366-f6fb74699e60,15973,902,Huesca,41221,91.3,41.3,Off T,Against
198,5c750fc5-4ad6-437b-916e-e07ce8b796dc,15973,902,Huesca,442,93.9,53.8,Off T,For
199,3fc507da-80be-4298-bd57-34926cd19017,15973,902,Huesca,442,96.2,47.5,Off T,Against
200,d660e004-813d-40d0-9716-72d82a717b62,15973,902,Huesca,442,111.7,30.9,Goal,Against
201,1ba97b56-a966-4ae8-8a28-2795f8bdcd1d,15973,902,Huesca,442,100.0,47.3,Off T,Against
202,f35f8a69-123b-45c8-b230-f0e6de87889c,15973,902,Huesca,442,112.2,48.6,Off T,Against
203,04ae75b2-26c4-4865-9cb0-2efcdcd075d7,15973,902,Huesca,442,108.1,40.1,Goal,Against
204,0d05b7de-fdaf-4770-8d6e-7c3d8c7db55f,15956,901,Real Valladolid,41212,119.2,27.0,Off T,Against
205,7ab6111c-c4f7-48fa-a5ec-3d41d27c1abc,15956,901,Real Valladolid,41212,105.4,22.5,Saved,For
206,029210e3-e3a0-429f-8b06-aa4582f479bf,15956,901,Real Valladolid,41212,89.1,50.9,Saved,For
207,3cf37f7e-7690-47dc-8819-2e0ef5e4edfd,15956,901,Real Valladolid,41212,92.1,28.7,Off T,Against
208,6b2d7ba1-6907-44d2-a758-4965fcdf8687,15956,901,Real Valladolid,41212,98.2,34.4,Off T,Against
209,72b0d665-acfa-46a9-af9e-542d076f5aa9,15956,901,Real Valladolid,41212,113.0,31.4,Saved,Against
210,0671b57f-9e40-4d02-a8da-09ebe7415940,15956,901,Real Valladolid,41212,101.1,29.1,Saved,Against
211,5f15babd-e9ef-4101-b12e-a1aa46cd83d2,15956,901,Real Valladolid,41212,110.0,51.6,Blocked,Against
212,cb567037-fa94-4506-8c3f-a8fac698d88d,15956,901,Real Valladolid,41212,94.2,38.0,Off T,Against
213,a572b0ef-5544-45b2-a486-d221c600a2b9,15956,901,Real Valladolid,41212,104.6,20.6,Off T,For
214,fb3d1c12-39cd-48dd-9bf6-bc554f6b8eee,15956,901,Real Valladolid,41212,108.6,21.9,Saved,Against
215,ace8133f-0ebb-4124-9dcc-3b536bad6992,15956,901,Real Valladolid,41212,112.7,48.6,Goal,Against
216,2aeb3265-6071-47b4-92eb-fd9634c02ffe,15956,901,Real Valladolid,4222,95.6,29.3,Off T,For
217,6277dede-4712-4500-a93c-f22a3e065dcc,15956,901,Real Valladolid,4222,112.5,41.2,Saved,For
218,393ed024-74aa-4cf4-8730-6105e2f154a8,15956,901,Real Valladolid,4222,108.8,34.7,Saved,For
219,c8876a94-3b81-4ae8-babe-2632eacba54a,15956,901,Real Valladolid,4222,106.6,28.0,Saved,Against
220,759fc71c-f860-4982-8faf-a0e306e20e77,15956,901,Real Valladolid,4222,91.4,52.8,Off T,For
221,0d05b7de-fdaf-4770-8d6e-7c3d8c7db55f,15956,217,Barcelona,433,119.2,27.0,Off T,For
222,7ab6111c-c4f7-48fa-a5ec-3d41d27c1abc,15956,217,Barcelona,433,105.4,22.5,Saved,Against
223,029210e3-e3a0-429f-8b06-aa4582f479bf,15956,217,Barcelona,433,89.1,50.9,Saved,Against
224,3cf37f7e-7690-47dc-8819-2e0ef5e4edfd,15956,217,Barcelona,433,92.1,28.7,Off T,For
225,6b2d7ba1-6907-44d2-a758-4965fcdf8687,15956,217,Barcelona,433,98.2,34.4,Off T,For
226,72b0d665-acfa-46a9-af9e-542d076f5aa9,15956,217,Barcelona,433,113.0,31.4,Saved,For
227,0671b57f-9e40-4d02-a8da-09ebe7415940,15956,217,Barcelona,433,101.1,29.1,Saved,For
228,5f15babd-e9ef-4101-b12e-a1aa46cd83d2,15956,217,Barcelona,433,110.0,51.6,Blocked,For
229,cb567037-fa94-4506-8c3f-a8fac698d88d,15956,217,Barcelona,433,94.2,38.0,Off T,For
230,a572b0ef-5544-45b2-a486-d221c600a2b9,15956,217,Barcelona,433,104.6,20.6,Off T,Against
231,fb3d1c12-39cd-48dd-9bf6-bc554f6b8eee,15956,217,Barcelona,433,108.6,21.9,Saved,For
232,ace8133f-0ebb-4124-9dcc-3b536bad6992,15956,217,Barcelona,433,112.7,48.6,Goal,For
233,2aeb3265-6071-47b4-92eb-fd9634c02ffe,15956,217,Barcelona,433,95.6,29.3,Off T,Against
234,6277dede-4712-4500-a93c-f22a3e065dcc,15956,217,Barcelona,433,112.5,41.2,Saved,Against
235,393ed024-74aa-4cf4-8730-6105e2f154a8,15956,217,Barcelona,433,108.8,34.7,Saved,Against
236,c8876a94-3b81-4ae8-babe-2632eacba54a,15956,217,Barcelona,433,106.6,28.0,Saved,For
237,759fc71c-f860-4982-8faf-a0e306e20e77,15956,217,Barcelona,433,91.4,52.8,Off T,Against
238,688ab4b3-2e38-414d-8437-3b25d6913fd2,16056,217,Barcelona,41221,113.0,33.8,Wayward,For
239,9dfa7020-c65c-49a2-92ef-46f023f3c501,16056,217,Barcelona,41221,100.7,36.6,Off T,For
