,Match ID,Team ID,Team Name,Formation,Period,Timestamp,Shots_tg,Total_xg,Mean_xg,Goals,Shots_tg_against,Total_xg_against,Mean_xg_against,Goals_against,xg_per_minute,xg_per_minute_against,pass_accuracy,pass_accuracy_against,possession_ratio,possession_ratio_against
959,69246,210,Real Sociedad,4231,1,00:00:00.000,3.0,1.895927991,0.236990998875,2.0,7.0,1.211640521,0.11014913827272728,1.0,0.020382530894790536,0.013025969588452901,0.39069767441860465,0.08585247883917775,0.3136968427736925,0.6863031572263075
960,69246,217,Barcelona,433,1,00:00:00.000,7.0,1.211640521,0.11014913827272728,1.0,3.0,1.895927991,0.236990998875,2.0,0.013025969588452901,0.020382530894790536,0.08585247883917775,0.39069767441860465,0.6813141211366052,0.31868587886339483
961,69272,221,Levante,433,1,00:00:00.000,2.0,1.4099845834,0.176248072925,1.0,2.0,0.9271099505,0.09271099505,1.0,0.015461106030171418,0.010166171612843092,0.30612244897959184,0.06880733944954129,0.22905879031056867,0.7709412096894314
962,69272,217,Barcelona,433,1,00:00:00.000,2.0,0.9271099505,0.09271099505,1.0,2.0,1.4099845834,0.176248072925,1.0,0.010166171612843092,0.015461106030171418,0.06880733944954129,0.30612244897959184,0.7701763700179195,0.2298236299820805
963,69335,223,Málaga,4231,1,00:00:00.000,3.0,0.737775418,0.1844438545,0.0,6.0,1.638861328,0.1638861328,3.0,0.012384420278583202,0.027510197506023435,0.2798165137614679,0.08333333333333333,0.31680893874504396,0.6831910612549561
964,69335,223,Málaga,433,2,00:14:34.372,3.0,0.461434982,0.0922869964,1.0,4.0,1.009227864,0.2018455728,1.0,0.014132244648361748,0.030909349391268215,0.26666666666666666,0.09929078014184398,0.3660532302777902,0.6339467697222099
965,69335,217,Barcelona,433,1,00:00:00.000,10.0,2.6480891919999996,0.17653927946666664,4.0,6.0,1.1992104000000001,0.13324560000000002,1.0,0.028713640692190845,0.013003223850603015,0.08823529411764706,0.27514792899408286,0.6605355253372895,0.33946447466271046
966,69231,217,Barcelona,433,1,00:00:00.000,7.0,2.726349648,0.15146386933333333,3.0,2.0,0.21587330899999999,0.0431746618,1.0,0.029336175509551147,0.002322848533128267,0.1278600269179004,0.3971119133574007,0.7308777988279939,0.26912220117200614
967,69231,1041,Sporting Gijón,442,1,00:00:00.000,2.0,0.21587330899999999,0.0431746618,1.0,7.0,2.726349648,0.15146386933333333,3.0,0.002322848533128267,0.029336175509551147,0.3971119133574007,0.1278600269179004,0.2601553348192037,0.7398446651807963
968,69257,217,Barcelona,433,1,00:00:00.000,5.0,1.9452982909999998,0.12968655273333332,2.0,1.0,0.2585248,0.08617493333333333,0.0,0.02084755211178147,0.0027705824166520503,0.1723122238586156,0.39634146341463417,0.6942111635008373,0.30578883649916266
969,69257,422,Osasuna,433,1,00:00:00.000,1.0,0.2585248,0.08617493333333333,0.0,5.0,1.9452982909999998,0.12968655273333332,2.0,0.0027705824166520503,0.02084755211178147,0.39634146341463417,0.1723122238586156,0.2890770933930717,0.7109229066069283
970,69248,1041,Sporting Gijón,4231,1,00:00:00.000,1.0,0.342813844,0.04897340628571428,1.0,6.0,1.394273675,0.09295157833333333,1.0,0.0035985917351901743,0.014635995048812064,0.42790697674418604,0.12591687041564792,0.23551838762727825,0.7644816123727217
971,69248,217,Barcelona,433,1,00:00:00.000,6.0,1.394273675,0.09295157833333333,1.0,1.0,0.342813844,0.04897340628571428,1.0,0.014635995048812064,0.0035985917351901743,0.12591687041564792,0.42790697674418604,0.754762412960566,0.245237587039434
972,69277,422,Osasuna,4231,1,00:00:00.000,3.0,1.000288468,0.1250360585,0.0,7.0,2.154046633,0.14360310886666666,1.0,0.010694535969607765,0.023029885811730662,0.36824324324324326,0.1781437125748503,0.3810093086907246,0.6189906913092754
973,69277,217,Barcelona,433,1,00:00:00.000,7.0,2.154046633,0.14360310886666666,1.0,3.0,1.000288468,0.1250360585,0.0,0.023029885811730662,0.010694535969607765,0.1781437125748503,0.36824324324324326,0.6042142139288236,0.3957857860711764
974,69276,217,Barcelona,433,1,00:00:00.000,8.0,2.972324387,0.1857702741875,3.0,3.0,1.030302726,0.12878784075,0.0,0.03199736025827621,0.011091308755899273,0.10059880239520957,0.24930747922437674,0.6141634945514255,0.3858365054485745
975,69276,212,Atlético Madrid,4231,1,00:00:00.000,3.0,1.030302726,0.12878784075,0.0,8.0,2.972324387,0.1857702741875,3.0,0.011091308755899273,0.03199736025827621,0.24930747922437674,0.10059880239520957,0.3684833485480039,0.6315166514519961
976,69308,217,Barcelona,433,1,00:00:00.000,3.0,1.2577803280000002,0.10481502733333335,2.0,2.0,1.0026742640000001,0.12533428300000002,1.0,0.017563178950665802,0.014000972296856535,0.11247803163444639,0.24548736462093862,0.6213363798870669,0.3786636201129331
977,69308,217,Barcelona,41212,2,00:26:36.877,1.0,0.987027,0.4935135,1.0,0.0,0.05016381,0.05016381,0.0,0.045599112989847874,0.0023174900384602052,0.2,0.2,0.472138872526939,0.527861127473061
978,69308,222,Villarreal,442,1,00:00:00.000,2.0,1.052838074,0.11698200822222223,1.0,4.0,2.2448073280000003,0.16034338057142858,3.0,0.011289233697344102,0.024070324921876426,0.23298429319371727,0.12772133526850507,0.4101454672956822,0.5898545327043179
979,69318,1049,Granada,4411,1,00:00:00.000,0.0,0.037585365,0.0187926825,0.0,6.0,1.5053506250000002,0.0885500367647059,1.0,0.00040137994262445933,0.016075872816246273,0.3089171974522293,0.10772833723653395,0.29093364649362347,0.7090663535063766
980,69318,217,Barcelona,433,1,00:00:00.000,6.0,1.5053506250000002,0.0885500367647059,1.0,0.0,0.037585365,0.0187926825,0.0,0.016075872816246273,0.00040137994262445933,0.10772833723653395,0.3089171974522293,0.7069000868927258,0.29309991310727423
981,69227,395,Real Zaragoza,451,1,00:00:00.000,2.0,0.7527546435000001,0.06843224031818183,2.0,6.0,3.132768433,0.18428049605882352,4.0,0.008161274869463775,0.03396509673485967,0.29380053908355797,0.17228464419475656,0.4106424969859573,0.5893575030140428
982,69227,217,Barcelona,433,1,00:00:00.000,6.0,3.132768433,0.18428049605882352,4.0,2.0,0.7527546435000001,0.06843224031818183,2.0,0.03396509673485967,0.008161274869463775,0.17228464419475656,0.29380053908355797,0.578513455494809,0.42148654450519096
983,69322,1217,Racing Santander,4231,1,00:00:00.000,0.0,0.0,0.0,0.0,7.0,2.8573551860000004,0.16807971682352943,2.0,0.0,0.041141181796846095,0.3411214953271028,0.10603829160530191,0.20900491607445465,0.7909950839255453
984,69322,1217,Racing Santander,433,2,00:24:27.146,0.0,0.12140023,0.12140023,0.0,1.0,0.837974714,0.1675949428,0.0,0.005161658530432398,0.035628757299757584,0.2727272727272727,0.1342281879194631,0.470957222233638,0.529042777766362
985,69322,217,Barcelona,3511,1,00:00:00.000,8.0,3.695329900000001,0.16796954090909094,2.0,0.0,0.12140023,0.12140023,0.0,0.03974667547935106,0.0013057712506070374,0.1111111111111111,0.3194888178913738,0.7129836332532201,0.2870163667467799
986,69330,215,Athletic Bilbao,4231,1,00:00:00.000,3.0,0.6608941399999999,0.22029804666666664,1.0,9.0,1.7058823090000004,0.10661764431250002,2.0,0.007098333647194616,0.0183220292922082,0.3016304347826087,0.17932148626817448,0.37618154452689206,0.6238184554731079
987,69330,217,Barcelona,3511,1,00:00:00.000,6.0,1.04165521,0.09469592818181818,1.0,3.0,0.6608941399999999,0.22029804666666664,1.0,0.014406891179981163,0.009140673290989668,0.17303822937625754,0.2767857142857143,0.5697139843352725,0.43028601566472746
988,69330,217,Barcelona,433,2,00:27:18.154,0.0,0.14315744,0.14315744,0.0,0.0,0.0,0.0,0.0,0.015159870876875906,0.0,0.16326530612244897,0.5,0.6765003326914798,0.3234996673085202
989,69330,217,Barcelona,3511,2,00:36:44.745,3.0,0.521069659,0.13026741475,1.0,0.0,0.0,0.0,0.0,0.0458696828724726,0.0,0.2328767123287671,0.6428571428571429,0.8529079926700465,0.14709200732995353
990,69244,222,Villarreal,442,1,00:00:00.000,2.0,1.189570641,0.169938663,1.0,6.0,1.5760216790000001,0.12123243684615385,4.0,0.012739384915407798,0.016877977744079405,0.2727272727272727,0.16106442577030813,0.3862531690394754,0.6137468309605246
991,69244,217,Barcelona,433,1,00:00:00.000,6.0,1.5760216790000001,0.12123243684615385,4.0,2.0,1.189570641,0.169938663,1.0,0.016877977744079405,0.012739384915407798,0.16106442577030813,0.2727272727272727,0.6028833886286543,0.3971166113713457
992,69316,217,Barcelona,433,1,00:00:00.000,8.0,3.040790384,0.16004159915789473,2.0,5.0,1.0715947149999998,0.13394933937499998,1.0,0.032294608704887366,0.011380834467658026,0.12546583850931678,0.3626062322946176,0.6820845141225629,0.3179154858774371
993,69316,210,Real Sociedad,4231,1,00:00:00.000,5.0,1.0715947149999998,0.13394933937499998,1.0,8.0,3.040790384,0.16004159915789473,2.0,0.011380834467658026,0.032294608704887366,0.3626062322946176,0.12546583850931678,0.3087611758271138,0.6912388241728862
994,69226,403,Almería,3412,1,00:00:00.000,2.0,0.149679185,0.0748395925,1.0,5.0,1.883181218,0.13451294414285714,2.0,0.0022577601121847005,0.028405896504686345,0.32,0.1233140655105973,0.2743527331947952,0.7256472668052047
995,69226,403,Almería,4222,2,00:21:17.726,0.0,0.333928507,0.0667857014,0.0,3.0,0.6201768769999999,0.07752210962499999,0.0,0.011852497348293705,0.0220126303565798,0.27358490566037735,0.11170212765957446,0.39845872714548664,0.6015412728545133
996,69226,217,Barcelona,433,1,00:00:00.000,8.0,2.5033580950000003,0.11378900431818183,2.0,2.0,0.48360769200000003,0.06908681314285715,1.0,0.026499222003240213,0.005119214713379875,0.12022630834512023,0.30392156862745096,0.6581427757607553,0.3418572242392447
997,69236,217,Barcelona,433,1,00:00:00.000,9.0,1.7100226139999999,0.07434880930434783,1.0,3.0,0.515857906,0.0515857906,1.0,0.01905764300565889,0.005749067722091974,0.12713178294573643,0.354978354978355,0.7411402635120802,0.2588597364879198
